"OFFENSE_TYPE_ID","OFFENSE_CATEGORY_ID","REPORTED_DATE","INCIDENT_ADDRESS","NEIGHBORHOOD_ID","IS_CRIME","IS_TRAFFIC"
"theft-other","larceny","1/31/2018 4:26:00 ","8900 PENA BLVD","dia","true","false"
"burglary-vending-machine","larceny","8/18/2016 11:35:00 ","2223 S MONACO ST","goldsmith","true","false"
"criminal-mischief-other","public-disorder","7/1/2017 4:51:00 ","2075 S JOSEPHINE ST","university-park","true","false"
"traffic-accident","traffic-accident","1/31/2018 1:12:00 ",,"whittier","false","true"
"burglary-residence-no-force","burglary","6/19/2017 8:25:00 ","4529 N WINONA CT","berkeley","true","false"
"fraud-by-use-of-computer","white-collar-crime","1/31/2018 5:47:00 ","990 N LOGAN ST","capitol-hill","true","false"
"assault-dv","other-crimes-against-persons","1/15/2018 7:12:00 ","5561 N BLACKHAWK WAY","montbello","true","false"
"traffic-accident","traffic-accident","1/31/2018 9:27:00 ","E 11TH AVE / N PEARL WASHINGTON ALY","capitol-hill","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 10:24:00 ","S SANTA FE DR / W FLORIDA AVE","overland","false","true"
"drug-marijuana-possess","drug-alcohol","1/31/2018 1:09:00 ",,"bear-valley","true","false"
"traffic-accident","traffic-accident","1/31/2018 7:37:00 ","0 BLOCK N MADISON ST","cherry-creek","false","true"
"homicide-other","murder","1/31/2018 12:23:00 ","2100 BLOCK ARAPAHOE ST","five-points","true","false"
"theft-of-motor-vehicle","auto-theft","2/1/2018 12:45:00 ","E COLFAX AVE / N SPRUCE ST","east-colfax","true","false"
"traf-habitual-offender","all-other-crimes","1/31/2018 2:03:00 ","11000 BLOCK E 40TH AVE","stapleton","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 4:54:00 ","4995 N ARGONNE ST","gateway-green-valley-ranch","true","false"
"sex-aslt-rape","sexual-assault","11/24/2017 12:53:00 ",,"belcaro","true","false"
"traffic-accident","traffic-accident","1/31/2018 10:21:00 ","N BROADWAY ST / W 13TH AVE","capitol-hill","false","true"
"traffic-accident","traffic-accident","1/31/2018 9:07:00 ","N FEDERAL BLVD / W IRVINGTON PL","barnum","false","true"
"criminal-mischief-mtr-veh","public-disorder","6/27/2017 2:43:00 ","E HAMPDEN AVE / S GRAPE ST","southmoor-park","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 2:46:00 ","1600 BLOCK N ST PAUL ST","city-park","false","true"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/31/2018 7:01:00 ","1700 BLK S CLAY ST","ruby-hill","true","false"
"disturbing-the-peace","public-disorder","1/31/2018 12:32:00 ","2626 N OSCEOLA ST","sloan-lake","true","false"
"burglary-residence-no-force","burglary","1/31/2018 5:47:00 ","2785 N SPEER BLVD","jefferson-park","true","false"
"drug-hallucinogen-possess","drug-alcohol","1/31/2018 2:52:00 ",,"city-park","true","false"
"theft-shoplift","larceny","1/29/2018 8:23:00 ","7930 E NORTHFIELD BLVD","stapleton","true","false"
"traffic-accident","traffic-accident","1/31/2018 4:57:00 ","N FEDERAL BLVD / W 2ND AVE","barnum","false","true"
"threats-to-injure","public-disorder","1/31/2018 5:22:00 ","757 E 20TH AVE","five-points","true","false"
"criminal-mischief-mtr-veh","public-disorder","8/8/2016 8:45:00 ","8080 E MISSISSIPPI AVE","windsor","true","false"
"traffic-accident","traffic-accident","1/30/2018 3:34:00 ","E COLFAX AVE / N MARION ST","cheesman-park","false","true"
"theft-other","larceny","1/31/2018 11:36:00 ","2300 BLK N PONTIAC ST","north-park-hill","true","false"
"traffic-accident","traffic-accident","1/31/2018 5:23:00 ","6400 BLOCK E ALAMEDA AVE","washington-virginia-vale","false","true"
"traf-other","all-other-crimes","1/31/2018 2:48:00 ","E GVR BLVD / N TOWER RD","gateway-green-valley-ranch","true","false"
"police-false-information","all-other-crimes","1/31/2018 10:40:00 ","900 BLOCK S KRAMERIA ST","washington-virginia-vale","true","false"
"theft-from-bldg","larceny","8/9/2016 11:02:00 ","11200 E DARTMOUTH AVE","kennedy","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/29/2018 9:20:00 ","200 BLK S STUART ST","barnum-west","true","false"
"criminal-trespassing","all-other-crimes","1/31/2018 9:18:00 ","1150 10TH ST","auraria","true","false"
"police-resisting-arrest","all-other-crimes","1/31/2018 8:54:00 ","601 N LIPAN ST","lincoln-park","true","false"
"traf-other","all-other-crimes","1/31/2018 9:12:00 ","W 26TH AVE / NFEDERAL BLVD","sloan-lake","true","false"
"criminal-mischief-other","public-disorder","8/23/2016 3:11:00 ","8384 E 49TH AVE","stapleton","true","false"
"disturbing-the-peace","public-disorder","1/31/2018 3:36:00 ",,"montbello","true","false"
"traffic-accident","traffic-accident","2/1/2018 2:34:00 ","S MONACO ST / E ILIFF AVE","goldsmith","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 12:27:00 ","I70 HWYEB / N HAVANA ST","stapleton","false","true"
"burglary-business-no-force","burglary","7/27/2016 11:34:00 ","955 LAWRENCE WAY","auraria","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/31/2018 8:01:00 ","340 W ARCHER PL","baker","true","false"
"vehicular-eluding-no-chase","all-other-crimes","1/31/2018 7:06:00 ","W 5TH AVE / N BRYANT ST","valverde","true","false"
"sex-off-fail-to-register","all-other-crimes","1/31/2018 1:32:00 ","1331 N CHEROKEE ST","civic-center","true","false"
"theft-unauth-use-of-ftd","white-collar-crime","1/31/2018 5:51:00 ","3890 N QUEBEC ST","stapleton","true","false"
"sex-off-fail-to-register","all-other-crimes","1/31/2018 11:45:00 ","1331 N CHEROKEE ST","civic-center","true","false"
"burglary-residence-no-force","burglary","6/20/2017 8:47:00 ","722 W 11TH AVE","lincoln-park","true","false"
"burglary-residence-no-force","burglary","9/28/2017 12:00:00 ","1700 BASSETT ST","union-station","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 1:51:00 ","1700 BLK N SHERMAN ST","north-capitol-hill","false","true"
"traffic-accident","traffic-accident","1/31/2018 8:24:00 ","S ZUNI ST / W FLORIDA AVE","ruby-hill","false","true"
"traf-other","all-other-crimes","1/31/2018 4:00:00 ","I25 HWYNB / S UNIVERSITY BLVD","washington-park","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 9:09:00 ","4800 BLK N BEACH CT","chaffee-park","true","false"
"sex-aslt-rape","sexual-assault","1/31/2018 10:46:00 ",,"five-points","true","false"
"burglary-residence-by-force","burglary","8/23/2016 1:41:00 ","124 N JERSEY ST","hilltop","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 7:54:00 ","I70 HWYEB / N FEDERAL BLVD","berkeley","false","true"
"theft-bicycle","larceny","2/1/2018 1:09:00 ","901 N COLORADO BLVD","congress-park","true","false"
"assault-simple","other-crimes-against-persons","1/28/2017 10:54:00 ","667 N BANNOCK ST","lincoln-park","true","false"
"theft-shoplift","larceny","1/31/2018 5:22:00 ","757 E 20TH AVE","five-points","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/31/2018 5:11:00 ","3100 S FEDERAL BLVD","college-view-south-platte","true","false"
"traffic-accident","traffic-accident","1/29/2018 6:28:00 ","S FEDERAL BLVD / W JEWELL AVE","harvey-park","false","true"
"traffic-accident","traffic-accident","1/31/2018 10:21:00 ","E 16TH AVE / N PEARL ST","north-capitol-hill","false","true"
"disturbing-the-peace","public-disorder","1/31/2018 12:01:00 ",,"harvey-park","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","6/29/2017 7:56:00 ","1000 S BROADWAY ST","washington-park-west","true","false"
"criminal-trespassing","all-other-crimes","1/31/2018 9:19:00 ","2111 CHAMPA ST","five-points","true","false"
"burglary-business-by-force","burglary","1/31/2018 2:05:00 ","2997 N ULSTER ST","stapleton","true","false"
"disturbing-the-peace","public-disorder","1/31/2018 4:55:00 ",,"montbello","true","false"
"traffic-accident","traffic-accident","1/31/2018 3:54:00 ","E COLFAX AVE / N XENIA ST","east-colfax","false","true"
"criminal-mischief-graffiti","public-disorder","1/31/2018 11:34:00 ","1505 S COLORADO BLVD","cory-merrill","true","false"
"theft-other","larceny","1/31/2018 2:02:00 ","350 N QUEBEC ST","lowry-field","true","false"
"drug-poss-paraphernalia","drug-alcohol","1/31/2018 2:24:00 ","S FEDERAL BLVD / W ARIZONA AVE","mar-lee","true","false"
"criminal-mischief-other","public-disorder","8/19/2016 6:34:00 ","3081 S DAHLIA ST","university-hills","true","false"
"traffic-accident","traffic-accident","1/31/2018 11:32:00 ","E 13TH AVE / N LINCOLN ST","capitol-hill","false","true"
"traffic-accident","traffic-accident","1/31/2018 3:37:00 ","I70 HWYEB / N NORTHFIELD QUEBEC ST","northeast-park-hill","false","true"
"criminal-mischief-other","public-disorder","7/14/2016 9:11:00 ","2836 N FEDERAL BLVD","jefferson-park","true","false"
"traffic-accident","traffic-accident","1/31/2018 10:22:00 ","N FEDERAL BLVD / N SPEER BLVD","west-highland","false","true"
"traffic-accident","traffic-accident","1/31/2018 5:38:00 ",,"marston","false","true"
"traffic-accident","traffic-accident","1/31/2018 5:16:00 ","N CLAYTON ST / N VASQUEZ W FRTG","elyria-swansea","false","true"
"disturbing-the-peace","public-disorder","2/1/2017 5:08:00 ","16TH ST / WELTON ST","cbd","true","false"
"violation-of-court-order","all-other-crimes","1/30/2018 8:06:00 ","7777 E 23RD AVE","stapleton","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","8/10/2016 12:38:00 ","136 S EMERSON ST","speer","true","false"
"threats-to-injure","public-disorder","8/13/2016 12:41:00 ","4116 N HALIFAX ST","gateway-green-valley-ranch","true","false"
"assault-police-simple","other-crimes-against-persons","2/1/2018 2:35:00 ","777 N BANNOCK ST","lincoln-park","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/26/2018 12:30:00 ","2300 BLK S RALEIGH ST","harvey-park","true","false"
"burglary-business-no-force","burglary","1/31/2018 9:16:00 ","7800 E SMITH RD","stapleton","true","false"
"criminal-mischief-mtr-veh","public-disorder","7/27/2016 7:39:00 ","E ILIFF AVE / S LOCUST ST","goldsmith","true","false"
"drug-heroin-possess","drug-alcohol","1/31/2018 9:55:00 ","757 E 20TH AVE","five-points","true","false"
"weapon-unlawful-discharge-of","all-other-crimes","1/28/2018 4:26:00 ","14000 BLK E MAXWELL PL","montbello","true","false"
"theft-of-motor-vehicle","auto-theft","2/1/2018 7:15:00 ","1400 BLK N JASMINE ST","montclair","true","false"
"traffic-accident","traffic-accident","1/31/2018 3:28:00 ","W 38TH AVE / N KING ST","west-highland","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 6:56:00 ","4151 E COLFAX AVE","south-park-hill","false","true"
"sex-aslt-rape-pot","sexual-assault","1/31/2018 7:00:00 ",,"villa-park","true","false"
"burglary-residence-by-force","burglary","1/31/2018 4:14:00 ","219 N GAYLORD ST","country-club","true","false"
"traffic-accident","traffic-accident","1/31/2018 8:50:00 ","1504 N COLORADO BLVD","south-park-hill","false","true"
"police-interference","all-other-crimes","2/1/2018 12:43:00 ","1000 E COLFAX AVE","capitol-hill","true","false"
"burglary-residence-by-force","burglary","1/31/2018 9:58:00 ","2749 WALNUT ST","five-points","true","false"
"disturbing-the-peace","public-disorder","1/29/2018 9:50:00 ","1000 CHOPPER CIR","auraria","true","false"
"traffic-accident","traffic-accident","1/31/2018 8:54:00 ",,"westwood","false","true"
"theft-of-motor-vehicle","auto-theft","1/31/2018 8:39:00 ","2909 W 7TH AVE","sun-valley","true","false"
"accessory-conspiracy-to-crime","all-other-crimes","1/31/2018 9:20:00 ","3222 E 1ST AVE","cherry-creek","true","false"
"traffic-accident","traffic-accident","1/31/2018 10:39:00 ","E VIRGINIA AVE / S GALENA WAY","windsor","false","true"
"criminal-trespassing","all-other-crimes","8/22/2016 12:48:00 ","792 S SHERMAN ST","washington-park-west","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 5:47:00 ","W ASBURY AVE / S DELAWARE ST","overland","false","true"
"theft-of-motor-vehicle","auto-theft","1/31/2018 12:45:00 ","W 21ST AVE / N ELIOT ST","jefferson-park","true","false"
"traffic-accident","traffic-accident","1/31/2018 11:13:00 ","22ND ST / LAWRENCE ST","five-points","false","true"
"traf-other","all-other-crimes","1/31/2018 1:32:00 ","E 56TH AVE / N TOWERE RD","gateway-green-valley-ranch","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","8/9/2016 4:05:00 ","600 BLK W 1ST AVE","baker","true","false"
"traffic-accident","traffic-accident","1/31/2018 6:42:00 ","E MLK BLVD / N MONACO ST","north-park-hill","false","true"
"assault-dv","other-crimes-against-persons","1/31/2018 11:05:00 ","4985 N ZUNI ST","chaffee-park","true","false"
"traffic-accident","traffic-accident","1/31/2018 7:33:00 ","E 38TH AVE / N PEORIA ST","stapleton","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 10:40:00 ","I25 HWYSB / PARK AVEW","globeville","false","true"
"weapon-unlawful-discharge-of","all-other-crimes","1/31/2018 8:43:00 ","1700 BLOCK E BRUCE RANDOLPH AVE","cole","true","false"
"criminal-mischief-mtr-veh","public-disorder","1/31/2018 12:27:00 ","8600 BLK E 48TH AVE","stapleton","true","false"
"theft-from-bldg","larceny","1/31/2018 1:23:00 ","1975 S COLORADO BLVD","university-park","true","false"
"vehicular-eluding-no-chase","all-other-crimes","1/31/2018 4:06:00 ","E 56TH AVE / N HAVANA ST","stapleton","true","false"
"theft-bicycle","larceny","1/31/2018 6:40:00 ","2400 E ASBURY AVE","university-park","true","false"
"traffic-accident","traffic-accident","1/29/2018 3:20:00 ",,"westwood","false","true"
"traffic-accident","traffic-accident","1/31/2018 1:28:00 ","E FLORIDA AVE / S DAHLIA ST","virginia-village","false","true"
"burglary-business-no-force","burglary","1/31/2018 8:00:00 ","3800 N MONACO ST","northeast-park-hill","true","false"
"criminal-mischief-other","public-disorder","1/31/2018 6:36:00 ","1600 CALIFORNIA ST","cbd","true","false"
"aggravated-assault","aggravated-assault","1/31/2018 11:00:00 ","3600 N HAVANA ST","stapleton","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 10:09:00 ","2055 S ONEIDA ST","virginia-village","true","false"
"forgery-other","white-collar-crime","1/31/2018 8:15:00 ","825 S QUITMAN ST","westwood","true","false"
"criminal-mischief-mtr-veh","public-disorder","1/31/2018 3:25:00 ","4200 BLOCK E SMITH RD","northeast-park-hill","true","false"
"theft-other","larceny","10/30/2017 3:10:00 ","1300 W COLFAX AVE","lincoln-park","true","false"
"criminal-mischief-other","public-disorder","1/31/2018 7:57:00 ","1335 N KNOX CT","west-colfax","true","false"
"traf-other","all-other-crimes","1/31/2018 2:18:00 ","2500 BLOCK N MONACO ST","north-park-hill","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/31/2018 6:30:00 ","2930 W ASBURY AVE","college-view-south-platte","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","6/30/2017 9:39:00 ","00 BLK N CORONA ST","speer","true","false"
"aggravated-assault-dv","aggravated-assault","1/31/2018 1:56:00 ","1520 N GRAPE ST","south-park-hill","true","false"
"vehicular-eluding-no-chase","all-other-crimes","1/31/2018 7:38:00 ","1000 BLOCK E COLFAX AVE","capitol-hill","true","false"
"aggravated-assault","aggravated-assault","8/27/2016 3:06:00 ","N HAVANA ST / E 51ST AVE","montbello","true","false"
"theft-of-motor-vehicle","auto-theft","7/30/2017 9:07:00 ","5000 BLK N DURHAM CT","montbello","true","false"
"traf-other","all-other-crimes","1/31/2018 9:03:00 ",,"capitol-hill","true","false"
"drug-pcs-other-drug","drug-alcohol","1/31/2018 12:03:00 ",,"highland","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 1:14:00 ",,"five-points","false","true"
"criminal-trespassing","all-other-crimes","1/31/2018 3:10:00 ","1501 S LOGAN ST","platt-park","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 10:24:00 ","4200 BLK W 42ND AVE","berkeley","true","false"
"drug-heroin-sell","drug-alcohol","1/31/2018 7:51:00 ","1400 BLOCK N BROADWAY ST","capitol-hill","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/31/2018 7:09:00 ","S FEDERAL BLVD / W JEWELL AVE","harvey-park","false","true"
"traffic-accident","traffic-accident","1/31/2018 10:23:00 ","1100 BLOCK N LINCOLN ST","capitol-hill","false","true"
"criminal-trespassing","all-other-crimes","1/31/2018 8:54:00 ","601 N LIPAN ST","lincoln-park","true","false"
"traffic-accident","traffic-accident","1/31/2018 6:20:00 ","E MLK BLVD / N MONACO ST","north-park-hill","false","true"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/31/2018 11:03:00 ","16505 E GVR BLVD","gateway-green-valley-ranch","true","false"
"assault-dv","other-crimes-against-persons","1/21/2018 10:19:00 ","4300 BLK N ELKHART ST","montbello","true","false"
"disturbing-the-peace","public-disorder","1/31/2018 2:27:00 ","1530 N PEARL ST","north-capitol-hill","true","false"
"theft-other","larceny","10/8/2017 12:28:00 ","4498 N SHERIDAN BLVD","berkeley","true","false"
"liquor-possession","drug-alcohol","1/31/2018 5:06:00 ","W ALAMEDA AVE / S BANNOCK ST","baker","true","false"
"aggravated-assault-dv","aggravated-assault","1/31/2018 3:29:00 ",,"montbello","true","false"
"assault-simple","other-crimes-against-persons","1/31/2018 10:38:00 ","1500 BLK CALIFORNIA ST","cbd","true","false"
"assault-simple","other-crimes-against-persons","1/29/2018 9:50:00 ","1000 CHOPPER CIR","auraria","true","false"
"theft-of-motor-vehicle","auto-theft","6/27/2017 12:24:00 ","600 BLOCK N QUITMAN ST","villa-park","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","7/1/2017 10:25:00 ","3121 S TAMARAC DR","hampden","true","false"
"theft-of-motor-vehicle","auto-theft","8/5/2016 7:11:00 ","1090 S PARKER RD","windsor","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 4:06:00 ","2100 BLK N BROADWAY ST","five-points","false","true"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/30/2018 11:50:00 ","4701 W 1ST AVE","barnum-west","true","false"
"traffic-accident","traffic-accident","1/30/2018 5:33:00 ","I25 HWYNB / 20TH ST","highland","false","true"
"theft-items-from-vehicle","theft-from-motor-vehicle","6/11/2017 9:00:00 ","3550 W 13TH AVE","west-colfax","true","false"
"traffic-accident","traffic-accident","1/30/2018 6:25:00 ","N DELAWARE ST / W 8TH AVE","lincoln-park","false","true"
"public-order-crimes-other","all-other-crimes","1/30/2018 3:10:00 ","2544 N SHERIDAN BLVD","sloan-lake","true","false"
"burglary-residence-no-force","burglary","1/30/2018 2:12:00 ","3142 W AVONDALE DR","west-colfax","true","false"
"menacing-felony-w-weap","aggravated-assault","4/9/2017 10:42:00 ",,"sloan-lake","true","false"
"traf-other","all-other-crimes","1/31/2018 12:05:00 ","E 29TH AVE / N CLERMONT ST","north-park-hill","true","false"
"traffic-accident","traffic-accident","1/30/2018 10:59:00 ","I70 HWYWB / N FEDERAL BLVD","berkeley","false","true"
"theft-embezzle","white-collar-crime","1/30/2018 12:38:00 ","7020 N TOWER RD","dia","true","false"
"theft-other","larceny","5/13/2016 4:09:00 ","7930 E NORTHFIELD BLVD","stapleton","true","false"
"theft-of-motor-vehicle","auto-theft","5/25/2016 12:32:00 ","10150 E VIRGINIA AVE","windsor","true","false"
"criminal-mischief-graffiti","public-disorder","1/30/2018 2:12:00 ","3142 W AVONDALE DR","west-colfax","true","false"
"drug-heroin-sell","drug-alcohol","1/30/2018 9:54:00 ","W 39TH AVE / N QUIVAS ST","sunnyside","true","false"
"traffic-accident","traffic-accident","1/30/2018 5:13:00 ","N CLARKSON ST / E 22ND AVE","five-points","false","true"
"sex-aslt-rape","sexual-assault","1/30/2018 9:01:00 ",,"lincoln-park","true","false"
"theft-bicycle","larceny","1/30/2018 4:29:00 ","2150 S DELAWARE ST","overland","true","false"
"theft-other","larceny","4/10/2017 3:53:00 ","754 N LIPAN ST","lincoln-park","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","5/23/2016 4:22:00 ","1503 S LOCUST ST","virginia-village","true","false"
"weapon-carrying-prohibited","all-other-crimes","1/30/2018 2:40:00 ",,"bear-valley","true","false"
"violation-of-restraining-order","all-other-crimes","1/28/2018 8:54:00 ","1566 N WASHINGTON ST","north-capitol-hill","true","false"
"theft-of-motor-vehicle","auto-theft","5/28/2017 3:49:00 ","W 7TH AVE / N TENNYSON ST","villa-park","true","false"
"theft-shoplift","larceny","1/30/2018 4:28:00 ","323 S BROADWAY ST","baker","true","false"
"theft-bicycle","larceny","1/30/2018 9:54:00 ","55O N BROADWAY ST","baker","true","false"
"traffic-accident","traffic-accident","1/30/2018 10:09:00 ","4300 BLOCK E 13TH AVE","hale","false","true"
"traffic-accident-hit-and-run","traffic-accident","1/30/2018 7:10:00 ","E BELLEVIEW AVE / I25 HWYNB","hampden-south","false","true"
"violation-of-restraining-order","all-other-crimes","1/30/2018 12:00:00 ","9999 E YALE AVE","hampden","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 9:19:00 ","4600 BLK N HIGH ST","elyria-swansea","true","false"
"theft-of-motor-vehicle","auto-theft","7/3/2017 9:11:00 ","2900 BLK W 37TH AVE","highland","true","false"
"criminal-trespassing","all-other-crimes","1/30/2018 10:09:00 ","N SPEER BLVD / MARKET ST","auraria","true","false"
"assault-dv","other-crimes-against-persons","1/30/2018 8:30:00 ",,"hampden","true","false"
"theft-shoplift","larceny","1/30/2018 10:29:00 ","705 S COLORADO BLVD","belcaro","true","false"
"threats-to-injure","public-disorder","3/12/2017 3:15:00 ","1755 BLAKE ST","union-station","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","3/31/2017 4:56:00 ","3600 BLK N BRYANT ST","highland","true","false"
"drug-poss-paraphernalia","drug-alcohol","1/31/2018 3:34:00 ",,"sunnyside","true","false"
"traffic-accident","traffic-accident","1/30/2018 5:38:00 ","W IOWA AVE / S SANTA FE DR","overland","false","true"
"theft-shoplift","larceny","1/30/2018 8:31:00 ","7757 E 36TH AVE","stapleton","true","false"
"sex-aslt-rape","sexual-assault","1/19/2018 10:14:00 ",,"north-capitol-hill","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 12:29:00 ","8694 E 48TH AVE","stapleton","true","false"
"fraud-by-use-of-computer","white-collar-crime","1/30/2018 9:01:00 ","14050 E MAXWELL PL","montbello","true","false"
"theft-of-motor-vehicle","auto-theft","1/31/2018 6:45:00 ","4000 BLK N LOWELL BLVD","berkeley","true","false"
"theft-other","larceny","6/8/2016 7:49:00 ","7755 E QUINCY AVE","hampden-south","true","false"
"theft-other","larceny","9/29/2017 2:47:00 ","4432 N CEYLON ST","gateway-green-valley-ranch","true","false"
"public-order-crimes-other","all-other-crimes","1/30/2018 3:06:00 ","9 S FEDERAL BLVD","barnum","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/30/2018 12:05:00 ","5000 BLK N BLACKHAWK WAY","montbello","true","false"
"traf-other","all-other-crimes","1/30/2018 5:00:00 ","W KENTUCKY AVE / S IRVING ST","westwood","true","false"
"criminal-trespassing","all-other-crimes","1/30/2018 8:22:00 ","290 PARK AVEW","five-points","true","false"
"burglary-residence-by-force","burglary","5/3/2017 1:43:00 ","4239 N SHOSHONE ST","sunnyside","true","false"
"theft-of-motor-vehicle","auto-theft","3/19/2017 8:38:00 ","3480 PARK AVEW","globeville","true","false"
"theft-parts-from-vehicle","theft-from-motor-vehicle","1/30/2018 2:41:00 ","3633 N LAFAYETTE ST","cole","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","1/30/2018 12:29:00 ","8694 E 48TH AVE","stapleton","true","false"
"aggravated-assault","aggravated-assault","6/11/2017 3:28:00 ","1200 BLOCK N UTICA ST","west-colfax","true","false"
"burglary-residence-by-force","burglary","6/15/2017 1:58:00 ","3432 W 25TH AVE","sloan-lake","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","7/8/2017 2:04:00 ","1701 PLATTE ST","highland","true","false"
"police-false-information","all-other-crimes","1/30/2018 5:50:00 ","1200 BLOCK 26TH ST","five-points","true","false"
"traf-other","all-other-crimes","1/30/2018 8:49:00 ","3200 BLOCK N DAHLIA ST","northeast-park-hill","true","false"
"theft-of-motor-vehicle","auto-theft","1/30/2018 3:14:00 ","8700 BLK E 28TH AVE","stapleton","true","false"
"theft-bicycle","larceny","1/30/2018 3:12:00 ","359 S RACE ST","washington-park","true","false"
"indecent-exposure","other-crimes-against-persons","1/30/2018 11:32:00 ",,"bear-valley","true","false"
"criminal-mischief-mtr-veh","public-disorder","5/9/2016 8:58:00 ","4363 S QUEBEC ST","hampden-south","true","false"
"criminal-mischief-mtr-veh","public-disorder","5/5/2016 8:44:00 ","13860 E ALBROOK DR","montbello","true","false"
"assault-simple","other-crimes-against-persons","1/30/2018 3:20:00 ","2121 CHILDRENS MUSEUM DR","jefferson-park","true","false"
"traffic-accident-hit-and-run","traffic-accident","1/28/2018 10:03:00 ","9123 E MISSISSIPPI AVE","windsor","false","true"
"traffic-accident","traffic-accident","1/30/2018 8:41:00 ","W 6TH AVE / I25 HWYNB","baker","false","true"
"theft-of-motor-vehicle","auto-theft","1/31/2018 8:04:00 ","4400 BLK N ANAHEIM CT","montbello","true","false"
"robbery-residence","robbery","1/30/2018 8:51:00 ",,"globeville","true","false"
"criminal-trespassing","all-other-crimes","1/30/2018 11:30:00 ","1112 N BROADWAY ST","capitol-hill","true","false"
"burglary-residence-by-force","burglary","4/14/2016 6:51:00 ","240 S MONACO ST","hilltop","true","false"
"theft-shoplift","larceny","6/3/2016 2:50:00 ","1505 S COLORADO BLVD","cory-merrill","true","false"
"traf-other","all-other-crimes","1/31/2018 12:36:00 ","E ALAMEDA AVE / S NEWPORT WAY","washington-virginia-vale","true","false"
"theft-of-motor-vehicle","auto-theft","2/3/2017 2:18:00 ","W 14TH AVE / N KALAMATH ST","lincoln-park","true","false"
"sex-aslt-rape","sexual-assault","1/31/2018 12:29:00 ",,"cbd","true","false"
"burglary-residence-no-force","burglary","1/30/2018 6:13:00 ","1350 N FILLMORE ST","congress-park","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","6/18/2017 12:08:00 ","8600 BLK E JEFFERSON AVE","hampden-south","true","false"
"traffic-accident","traffic-accident","1/30/2018 1:10:00 ","1500 BLOCK S BROADWAY ST","platt-park","false","true"
"theft-from-bldg","larceny","5/31/2016 1:32:00 ","4405 S QUEBEC ST","hampden-south","true","false"
"theft-of-motor-vehicle","auto-theft","5/27/2016 12:15:00 ","3850 N PEORIA ST","stapleton","true","false"
"public-order-crimes-other","all-other-crimes","1/30/2018 7:44:00 ","800 N DELAWARE ST","lincoln-park","true","false"
"drug-hallucinogen-possess","drug-alcohol","1/30/2018 4:07:00 ","2600 BLOCK E YALE AVE","wellshire","true","false"
"drug-methampetamine-sell","drug-alcohol","1/30/2018 4:20:00 ","N BROADWAY ST / E COLFAX AVE","civic-center","true","false"
"traffic-accident","traffic-accident","1/30/2018 2:50:00 ","900 BLOCK N COLORADO BLVD","hale","false","true"
"weapon-poss-illegal-dangerous","all-other-crimes","1/30/2018 9:45:00 ","E 12TH AVE / N BROADWAY ST","civic-center","true","false"
"theft-items-from-vehicle","theft-from-motor-vehicle","5/17/2017 8:47:00 ","2312 N RALEIGH ST","sloan-lake","true","false"
"traffic-accident","traffic-accident","1/30/2018 9:48:00 ","4075 N COLORADO BLVD","elyria-swansea","false","true"
"criminal-mischief-other","public-disorder","1/30/2018 1:39:00 ",,"barnum","true","false"
